,taxid,seasonality,curr,pnv,perc
6312,190631, resident,5.55771E+11,8.46583E+11,0.65648746
6313,83778314, resident,376893150,468142628,0.805081886
6314,83488912, resident,1.02299E+12,2.19607E+12,0.46582913
6316,177490, resident,20490571353,30661458928,0.668284291
6318,177574, resident,49275428124,71125417696,0.692796327
6319,176219, resident,1.86174E+11,3.20067E+11,0.581671227
6320,83777607, resident,20027733312,22343300352,0.896364145
6323,83778466, resident,17965320736,20030885760,0.896880994
6325,178028, resident,28417623297,41733238654,0.68093501
6327,61484, resident,15738769.75,67228527,0.234108502
6330,83410166, resident,1.01936E+12,2.79605E+12,0.364569502
6331,83779000, resident,20004667808,33846805280,0.591035628
6332,61481, resident,11105023770,16060785016,0.691437172
6333,61517, resident,12753322272,27262615872,0.467795252
6335,83488800, resident,2.75513E+12,2.93461E+12,0.938840094
6336,44578937, resident,28286128732,33168405084,0.852803403
6337,83492011, resident,1.1144E+12,2.62624E+12,0.424332244
6338,164744, resident,18614644608,43403548416,0.428873797
6339,83494364, resident,1.05868E+12,2.31083E+12,0.458138265
6340,199731, resident,7511258676,20081065234,0.374046824
6341,61497, resident,7908948368,29718785920,0.266126227
6344,83493552, resident,1.44713E+12,2.905E+12,0.498150795
6345,61515, resident,8455825980,12572206496,0.672580902
6347,178359, resident,6.92278E+11,7.10312E+11,0.974610216
6349,88793478, resident,136969576,674174096,0.203166477
6350,164570, resident,51857449472,52380514560,0.990014128
6352,89928494, resident,20529374,30540780,0.672195471
6353,164622, resident,54626647112,1.2213E+11,0.447281316
6354,89928586, resident,46159640,50574208,0.91271108
6357,89929064, resident,1793712.25,1922543.25,0.932989284
6358,62226, resident,1.18605E+11,5.47506E+11,0.21662799
6359,89929498, resident,166510994.6,168070306.6,0.990722264
6361,61556, resident,1.49554E+11,2.91601E+11,0.512872133
6362,89929298, resident,13733375.16,14825694.16,0.926322573
6363,83495188, resident,1.99776E+12,1.99817E+12,0.999793618
6364,164765, resident,746744472.1,5649562589,0.132177396
6365,89928617, resident,1318346818,1409691935,0.935202072
6366,89969963, resident,21327138304,21976923008,0.970433318
6367,89974730, resident,48750477888,61134705664,0.797427212
6368,61558, resident,1.09783E+11,3.94985E+11,0.277941379
6369,89970161, resident,81712131584,84362373120,0.968585029
6370,61489, resident,1.91459E+11,3.92612E+11,0.487654021
6371,164628, resident,1.57469E+11,1.61871E+11,0.972805689
6372,83777806, resident,1.64093E+11,2.7303E+11,0.601008075
6373,88792991, resident,72265446093,1.1877E+11,0.608450192
6374,2176, resident,3.34582E+12,3.44602E+12,0.970925367
6375,63927, resident,14205862880,29191021120,0.486651797
6376,63778, resident,417715674.3,1706423268,0.244790189
6377,90066834, resident,27633068312,45039120184,0.613534816
6378,83777732, resident,6.37756E+11,1.06285E+12,0.60004242
6379,61449, resident,6.22906E+11,6.26945E+11,0.993557209
6380,90066791, resident,46539874856,47476043248,0.980281247
6381,17087, resident,65932952000,1.62821E+11,0.404941107
6382,62240, resident,4.90263E+12,7.04654E+12,0.695749824
6383,169687, resident,4.84813E+11,6.28634E+11,0.771216084
6385,90069044, resident,1.4629E+11,1.86091E+11,0.786119943
6386,164771, resident,141712944,186313872,0.760614024
6389,83778529, resident,4.87377E+11,8.15561E+11,0.597597768
6390,90066866, resident,1.40974E+11,1.89893E+11,0.742388314
6391,61491, resident,7.56764E+11,1.09764E+12,0.689444578
6392,63884, resident,9137258672,18060205813,0.505933253
6394,89931365, resident,4.29163E+11,4.58059E+11,0.936917151
6395,164581, resident,976400514,5668871704,0.172238951
6397,96101742, resident,6595252,13002552,0.507227504
6399,90069683, resident,1.34585E+11,2.91416E+11,0.461830377
6400,90069326, resident,3.64819E+11,5.44913E+11,0.669499438
6401,90068710, resident,3.44563E+11,7.02497E+11,0.490483972
6403,89974770, resident,3.10556E+11,5.68721E+11,0.546059797
6404,174114, resident,27671258368,27979689728,0.988976598
6405,91864677, resident,75924587448,1.35612E+11,0.559868036
6406,90069769, resident,2.82133E+11,3.01341E+11,0.936258133
6407,90069502, resident,1.11349E+11,1.6119E+11,0.690791334
6408,96251357, resident,365610742,518715702,0.704838393
6410,91866961, resident,3505509779,6413723584,0.546563901
6411,96251742, resident,626602.75,5186784.5,0.120807554
6412,90069354, resident,2.1302E+11,2.82803E+11,0.753244323
6413,96107572, resident,1134501220,5849236072,0.193957161
6414,96251941, resident,44303865,604976704,0.073232349
6415,96252506, resident,7267551,182598640,0.039800685
6416,96252669, resident,89741880,496864672,0.180616343
6417,96251775, resident,274144471.4,990837078.5,0.276679665
6419,90067438, resident,1.15832E+11,1.97063E+11,0.58779396
6420,96265313, resident,1096476.25,11715786,0.093589645
6421,63916, resident,16299062491,19093144800,0.853660445
6422,96251644, resident,1708517495,2343149815,0.729154185
6423,90067384, resident,1.24177E+12,1.49E+12,0.833402984
6424,96265428, resident,103757438.1,528300229,0.196398624
6425,96265465, resident,112579568,518578592,0.217092587
6426,178605, resident,8.48156E+12,8.96058E+12,0.94654129
6427,96252730, resident,434466535,2342610592,0.18546255
6428,96265537, resident,1087732.25,5352027,0.203237437
6429,203072, resident,18500335718,42228278668,0.438103004
6430,96250558, resident,392388580.7,2535850614,0.154736473
6431,96265023, resident,421353646.5,2241093508,0.188012524
6432,96265980, resident,81254400,502035744,0.16184983
6433,96265403, resident,358919093.8,1075137337,0.333835578
6435,96265628, resident,90582163,753549136,0.120207374
6436,192157, resident,627395456,821933760,0.763316324
6437,96265344, resident,545900047.7,2685264149,0.203294729
6438,96265495, resident,942452954.3,2422277080,0.38907727
6439,96264819, resident,3411506764,5868935543,0.58128203
6440,96265367, resident,401096690,1437700814,0.278984811
6441,176337, resident,47662198.5,49650265.75,0.959958578
6442,90067352, resident,8.92108E+11,1.1091E+12,0.80435538
6443,64002, resident,6.90961E+11,1.11139E+12,0.621708474
6444,96266149, resident,5488225.11,107499983.1,0.051053265
6445,90069553, resident,2.99157E+11,6.56557E+11,0.45564581
6447,96252781, resident,1.03126E+11,1.63471E+11,0.630853337
6448,192233, resident,117568856,188673536,0.623133792
6449,176334, resident,3892712576,7149696256,0.544458455
6450,96293876, resident,41536331008,44071038224,0.942485875
6451,191958, resident,10967044.25,105579978,0.103874281
6452,191925, resident,21388712,28874988,0.740734923
6453,90069536, resident,3.6341E+11,5.76785E+11,0.630061073
6454,90069659, resident,6.04697E+11,1.20115E+12,0.503432946
6455,191995, resident,2121007376,6073165835,0.34924246
6456,96265272, resident,20319135953,1.08724E+11,0.186887921
6458,192185, resident,236298864,463132160,0.510219079
6459,192039, resident,23339184597,33985884843,0.686731704
6460,96250633, resident,1.80345E+11,6.8499E+11,0.263281547
6462,192053, resident,240627946.5,1774133936,0.135631218
6463,172628, resident,35609775508,58494005424,0.608776493
6465,191919, resident,55731133376,66653277760,0.836134925
6466,192142, resident,68620345587,76840156227,0.893027148
6467,192242, resident,78642372082,1.82515E+11,0.430882746
6468,192104, resident,1.47736E+11,2.92716E+11,0.504709854
6469,90069282, resident,1.34356E+12,1.59218E+12,0.843849972
6470,172633, resident,23098611152,31811431488,0.726110397
6471,177582, resident,23937213696,30349175296,0.788726991
6472,3463, resident,3263154.25,178296512,0.01830184
6473,176333, resident,4.02053E+11,4.4937E+11,0.894704965
6474,15391, resident,5122692.5,46318600,0.110596877
6475,16220, resident,362023072,494278016,0.732428027
6476,8217, resident,188690472,753549136,0.250402347
6477,176776, resident,10515784962,28803175322,0.365091169
6478,176335, resident,4053167332,4896231300,0.827813697
6479,98152257, resident,89227352,1140840096,0.078211971
6480,161, resident,397044234,2120117584,0.187274629
6481,178488, resident,8742536.75,211217366,0.041391183
6482,177491, resident,375225820.5,2235909220,0.167818003
6483,203179, resident,29787124,79489351.12,0.374731
6484,192148, resident,188680722.5,707453695.5,0.266703989
6486,97210381, resident,2034502.625,3145123.5,0.646875274
6488,178673, resident,4181351128,24947430400,0.167606485
6489,199742, resident,371993675.9,2266831334,0.164102935
6490,192123, resident,49186655184,87589396416,0.561559472
6491,176336, resident,76082974487,2.16923E+11,0.35073674
6495,176343, resident,2.60855E+11,3.27899E+11,0.795532147
6504,178692, resident,1496375737,10718169585,0.139611127
6505,178539, resident,21120648554,35925859160,0.587895434
6517,192130, resident,1.19347E+11,4.24692E+11,0.281019135
6537,176812, resident,5.47538E+11,7.55895E+11,0.72435716
6549,192023, resident,2.47632E+11,2.60132E+11,0.951948145
6565,191915, resident,4.8312E+11,1.41476E+12,0.341484915
6568,98393682, resident,16810296,92774496,0.181195228
6569,99927868, resident,326637.75,326637.75,1
6570,98392722, resident,186407664,253513744,0.735296087
6571,99927952, resident,2200044.75,7382582.5,0.298004763
6572,99928815, resident,9564144,10700621,0.89379336
6573,99928409, resident,8867804.5,9947262,0.891481947
6574,190545, resident,1.36691E+11,3.82437E+11,0.357421045
6575,192114, resident,1.55647E+11,3.46911E+11,0.448666327
6576,99155576, resident,36464623328,39222775840,0.929679824
6577,99928108, resident,3929106117,6470855759,0.607200386
6578,99928222, resident,5050598048,9184823872,0.549885128
6579,99928179, resident,24443281024,29727684096,0.822239665
6580,99928871, resident,34647926,36618730,0.946180438
6581,99929045, resident,8139554,10767160,0.755961089
6582,96265106, resident,8.6133E+11,2.71453E+12,0.317303357
6583,99928012, resident,18483602492,21670964984,0.85292014
6584,177817, resident,1.8594E+11,5.36422E+11,0.346629805
6585,99929176, resident,52465104,78062216,0.672093449
6586,96251704, resident,2.33463E+11,4.43612E+11,0.526277783
6587,99928722, resident,36857586944,38494726336,0.957471073
6588,99928897, resident,1236805092,1673279504,0.739150327
6589,99928852, resident,1699955748,1934059536,0.8789573
6590,63842, resident,3.47351E+11,3.66745E+11,0.94711869
6591,99930382, resident,165572096,166473952,0.9945826
6592,99929352, resident,38819791424,1.25364E+11,0.309656804
6594,99927809, resident,62610870878,1.20272E+11,0.52057612
6595,99930415, resident,3309425712,3976616808,0.832221426
6596,99928646, resident,1.12838E+11,1.42058E+11,0.794311301
6598,99929430, resident,38023082472,56721513936,0.670346749
6599,99930465, resident,3310211192,3921837008,0.84404609
6600,99930719, resident,65685704,96615552,0.679866778
6601,165909, resident,2.83923E+11,3.53354E+11,0.803509091
6602,9370, resident,34552028800,36351894432,0.950487707
6603,99929397, resident,4809856606,4905806529,0.98044156
6604,6005, breeding,1.53413E+12,1.73438E+12,0.884538639
6607,99930364, resident,1904485792,2605381640,0.730981505
6608,99930252, resident,884474230,3726647210,0.237337795
6609,99931118, resident,937058952,6954633664,0.134738794
6610,99928498, resident,3.58575E+11,3.87146E+11,0.926201578
6611,99930400, resident,40836277.75,61025420,0.66916832
6612,96266178, resident,2.9829E+11,3.62613E+11,0.822611307
6613,99931557, resident,747852352,798155424,0.936975844
6615,99931505, resident,142300802,146349574,0.972334925
6616,99941553, resident,118952.1328,118952.1328,1
6617,99931653, resident,545191584,547461568,0.995853619
6618,99941632, resident,29721.43945,29721.43945,1
6619,99928146, resident,18054119040,38443916249,0.469622265
6620,99931538, resident,2241206104,2312159872,0.969312776
6621,99941794, resident,287208,346630.1875,0.828571805
6622,99941812, resident,10655700,10695424,0.996285888
6623,99941772, resident,10709724,10709724,1
6626,99928473, resident,2.89836E+11,4.32008E+11,0.670904644
6627,99942431, resident,10501281,10679438,0.983317755
6628,99942342, resident,674955.75,2632267.5,0.256416094
6629,99942442, resident,316795.4375,494994.8438,0.639997449
6630,176255, resident,643278012,2439607808,0.263680912
6631,99942500, resident,1276587.25,1296379.375,0.984732768
6632,99942416, resident,607163792,637556392,0.95232955
6633,99931664, resident,1328634112,2032323920,0.653751156
6634,99942532, resident,2192716.5,2430810.75,0.902051507
6635,99929470, resident,4.74127E+11,6.36109E+11,0.745354728
6636,99931424, resident,52950914144,1.20787E+11,0.438384301
6637,190597, resident,4.81328E+11,6.39683E+11,0.75244744
6638,99942711, resident,1978957.5,3354338.25,0.589969571
6639,99942684, resident,306583.125,316472.875,0.968750086
6640,178544, resident,54818906704,60105825760,0.912039823
6641,99931452, resident,82411806848,1.74861E+11,0.471298601
6642,176258, resident,5631554754,7394668359,0.761569618
6643,99171328, resident,8.70166E+11,8.98249E+11,0.968735326
6644,99942727, resident,909559.9375,1740036.875,0.522724518
6645,99942751, resident,76772344,138051504,0.556113782
6647,99942867, resident,15747644,30267186,0.520287681
6648,99942946, resident,2886410.5,7977174,0.361833715
6650,99943033, resident,9567077,9567077,1
6651,99942903, resident,15973993,21496713,0.743090025
6652,99943145, resident,5026338,10745304,0.467770665
6653,99942829, resident,9985973376,11380028160,0.877499883
6654,99943177, resident,8610011,11167369,0.770997269
6655,99942771, resident,2668996000,5000954944,0.53369727
6656,99930328, resident,2.02374E+11,2.26137E+11,0.894917497
6657,99943188, resident,74703968,92565888,0.807035611
6658,99943296, resident,14239851,23584142,0.603789233
6659,99943233, resident,9798008,10705778,0.91520747
6660,99943444, resident,2954653.5,3606849.75,0.819178426
6661,99931584, resident,2.20792E+11,2.3677E+11,0.932515
6662,99943493, resident,10692868,10712614,0.998156752
6663,99943558, resident,8437103,10593344,0.796453226
6664,99943474, resident,1375117.375,1375117.375,1
6666,99943609, resident,2059808.375,2852053.5,0.722219403
6667,99943159, resident,190569206.3,191033714.3,0.99756845
6669,178263, resident,716646608,785025560,0.912895891
6670,99943510, resident,166969914,301699258,0.553431636
6671,178402, resident,48622672,48662324,0.99918516
6672,99942965, resident,6915131968,12522360320,0.552222727
6673,170422, resident,13159026,13159026,1
6674,170395, resident,22826777856,24658175488,0.925728583
6675,99943644, resident,14743042872,25408699170,0.580236035
6676,99942009, resident,415580173,458529254,0.906332953
6677,178719, resident,193996192,368334352,0.526685038
6678,99942588, resident,58838601618,1.0073E+11,0.584121447
6679,99942309, resident,874681015.9,1507277398,0.580305269
6680,178211, resident,2139806816,2224890336,0.961758331
6681,99929242, resident,7.83586E+11,1.19646E+12,0.654918268
6682,99943705, resident,25884602224,52320433024,0.494732186
6683,101741031, resident,197253.2969,769374,0.256381548
6686,101741721, resident,40191532,44424412,0.904717253
6687,101742396, resident,395643.375,405534.4688,0.975609734
6688,141518915, resident,3.85992E+11,4.32569E+11,0.892325155
6690,101742205, resident,3769499319,5144458667,0.732730023
6691,101742312, resident,3770573113,5960213440,0.63262384
6692,178723, resident,36142117087,45165795231,0.800209913
6693,99929310, resident,1.07558E+12,1.25172E+12,0.859284298
6696,101741020, resident,82004890896,87896037024,0.932975976
6697,1541, resident,2886095624,9635947352,0.299513428
6699,178293, resident,1.20956E+11,1.46449E+11,0.825926578
6703,6317, resident,89628153280,1.10432E+11,0.811610431
6704,5106, resident,25096407346,33784573276,0.742836298
6707,15361, resident,8589387013,42784006624,0.200761632
6708,99942546, resident,1.75101E+11,2.43102E+11,0.720279558
6709,99942106, resident,6.72141E+11,1.13724E+12,0.591027985
6710,178197, resident,742313472,1236758016,0.600209146
6711,178639, resident,1.61056E+11,1.90006E+11,0.847635669
6712,62244, resident,9953582816,41622853280,0.239137446
6715,62245, resident,45427565661,81626674765,0.556528436
6716,178174, resident,42285773312,45298203648,0.933497797
6717,99929219, resident,60622821296,68281732992,0.887833666
6718,6316, resident,20781622624,23835366704,0.871881808
6720,99942607, resident,25702653724,26737274806,0.961304168
6721,99942213, resident,4.23482E+11,7.81765E+11,0.541699164
6722,178334, resident,1470460372,1564343284,0.939985735
6723,7040, resident,9.49591E+11,9.56336E+11,0.992946725
6725,170397, resident,2.15702E+11,4.1342E+11,0.521750693
6726,170393, resident,5.31017E+11,6.94204E+11,0.764930163
6727,62249, resident,1.01938E+11,2.1436E+11,0.475546829
6729,99931434, resident,317512041.3,1583840826,0.200469666
6732,178345, resident,1364489248,22776637664,0.059907405
6733,178365, resident,20455171766,77120786240,0.265235519
6734,101741429, resident,6.61341E+11,9.54625E+11,0.692775318
6735,99928931, resident,1.07842E+12,1.94935E+12,0.553220193
6736,178370, resident,35649376220,38578576276,0.924071847
6738,99942638, resident,9.57889E+11,1.13773E+12,0.841927427
6739,178400, resident,1.17228E+11,1.48169E+11,0.791177509
6740,178580, resident,4748657024,8321423616,0.570654403
6741,178593, resident,47752300288,48130767872,0.992136681
6742,178031, resident,2.14218E+11,4.46335E+11,0.479949519
6743,178503, resident,94442505600,1.77201E+11,0.532969621
6744,178369, resident,3.95339E+11,5.25022E+11,0.752995453
6749,178548, resident,87650218807,98592644392,0.889013773
6752,178537, resident,15494224555,29798333424,0.519969501
6753,47155248, resident,7560134864,9897272928,0.763860401
6754,178475, resident,1.04519E+11,1.45492E+11,0.718384397
6755,178688, resident,29217272809,35102849652,0.83233336
6756,125050413, resident,8611688540,25310351712,0.340243733
6759,178180, resident,1.44623E+12,1.44878E+12,0.9982376
6760,178614, resident,1.17501E+11,1.36198E+11,0.862720426
6761,192200, resident,3.31826E+11,8.59303E+11,0.386157553
6762,178540, resident,1.49416E+11,3.41411E+11,0.437642624
6763,178626, resident,73323582390,1.48916E+11,0.492381467
6766,62246, resident,9.78171E+11,1.06034E+12,0.922510508
6767,178485, resident,7.63699E+11,7.8693E+11,0.970479817
6768,83778858, resident,12718166272,13730372864,0.926279745
6771,178394, resident,2.59846E+12,2.60434E+12,0.997739899
6772,83778365, resident,8268261856,75396324736,0.109663991
6773,101752419, resident,8057227.5,10545481,0.764045519
6774,83777621, resident,44526873909,63533831800,0.700837218
6775,83778959, resident,10929508225,28736519092,0.380335147
6777,178520, resident,3.15211E+11,7.74235E+11,0.407126354
6778,42485751, resident,5.33507E+11,5.72206E+11,0.932369563
6779,178665, resident,29820764,29867204,0.998445117
6780,42485703, resident,44115289476,46489072332,0.948938907
6783,101754514, resident,1368627.5,9431694,0.145109405
6785,178275, resident,17858860640,20750847808,0.860632819
6787,178407, resident,85776678822,1.38692E+11,0.618470727
6788,178731, resident,18714257496,1.22934E+11,0.152230667
6789,101754410, resident,719454430,760408544,0.94614196
6790,178378, resident,1.01294E+12,2.54385E+12,0.398193254
6791,101949746, resident,124062624,166908784,0.743295955
6793,83778099, resident,5.6557E+11,5.72313E+11,0.988218384
6794,101949771, resident,9365906,10682672,0.876738142
6796,101754523, resident,83846635.5,152179376,0.550972397
6797,101949760, resident,1118243904,3402766592,0.32862786
6798,101949793, resident,15413781,15413781,1
6799,101754534, resident,4327999.563,23981699.25,0.18047093
6800,101949805, resident,2669499,2669499,1
6801,101949938, resident,10578960,10578960,1
6802,101754287, resident,2873268229,6568849941,0.437408109
6803,101949823, resident,824860088,902391248,0.914082544
6804,101949957, resident,153298000,252579856,0.606928844
6806,101752494, resident,35582526780,45685265732,0.778862204
6810,101950005, resident,8752478,8801926,0.994382139
6813,101950152, resident,6066729,6337820,0.95722646
6814,101950071, resident,12489992,12489992,1
6815,101950226, resident,1959843.75,1959843.75,1
6817,101950393, resident,4572271,14130066,0.323584547
6818,101949835, resident,16479717120,23959105536,0.687826893
6819,101950269, resident,15413781,15413781,1
6820,170396, resident,1.7677E+12,2.34122E+12,0.755032067
6823,101950693, resident,9219.011719,193601.4844,0.047618497
6824,101950608, resident,29462580,56116688,0.525023501
6825,101950709, resident,10709390,10709390,1
6826,101950282, resident,45101508,47144149,0.956672439
6827,101949735, resident,77703450176,1.00274E+11,0.774913905
6829,102325554, resident,46967.61719,2275473504,2.06E-05
6833,101950477, resident,4166129040,6426849984,0.648238103
6837,102342307, resident,9885788,10431750,0.947663431
6839,178557, resident,8.16693E+11,8.67966E+11,0.940927337
6843,101754336, resident,5.03495E+11,6.42214E+11,0.783999134
6846,102342287, resident,17519836416,26494514112,0.661262794
6847,101950777, resident,196413812.9,222643112.9,0.882191281
6848,102345892, resident,106921.8203,9489344,0.011267567
6849,102342762, resident,900815608.6,913470789,0.986146048
6850,102342459, resident,3344973792,11624043776,0.287763351
6852,102346280, resident,1760408,1760408,1
6853,102346291, resident,4309697,10794095,0.39926432
6854,101950792, resident,64017318112,1.64326E+11,0.389575703
6855,102346458, resident,415654.3438,524518.125,0.792449915
6856,102346161, resident,1207574.75,1207574.75,1
6858,102346315, resident,118403434,118769842,0.996914974
6859,102342572, resident,93957036544,1.37339E+11,0.684123075
6860,83776720, resident,8.54491E+11,8.56922E+11,0.997163062
6861,101950492, resident,1344345024,1531783232,0.877633986
6863,102347434, resident,6314746.5,10739027,0.588018496
6864,102342526, resident,55229446976,1.24388E+11,0.444010623
6865,102347300, resident,10374472.5,12553319,0.826432635
6867,102347595, resident,584501904,694735688,0.841329896
6868,102348979, resident,547492544,561051904,0.975832254
6869,102347555, resident,8040437712,8732932320,0.920703083
6870,102347048, resident,11659589.75,21414352,0.544475488
6871,102349167, resident,10715060,10734866,0.998154984
6872,101754561, resident,19407580728,27336944180,0.709939655
6873,102349198, resident,124198464,136582496,0.909329289
6874,101950511, resident,29124594336,59950817336,0.485808128
6875,102349354, resident,24687146,45748688,0.539625224
6876,102349335, resident,32783052,55311897,0.592694407
6877,102347171, resident,1098308222,1866398824,0.588463842
6878,102348579, resident,1227465762,1681695992,0.729897537
6879,102345877, resident,13408228720,21841012128,0.613901437
6880,102349075, resident,32965791312,45854693808,0.718918579
6881,102349474, resident,19862.41406,19862.41406,1
6882,178259, resident,2.30749E+12,2.30874E+12,0.999460935
6883,102349485, resident,13343766,13661074,0.976772836
6884,102348971, resident,97579992480,1.15678E+11,0.843546217
6885,102349004, resident,4153321054,4214418302,0.985502804
6886,102349637, resident,2552648.75,2602118,0.980988852
6887,102349622, resident,59587.34375,59587.34375,1
6888,102349434, resident,104335956,130891428,0.797118326
6889,102349398, resident,253550286,849930624,0.298318803
6890,102349673, resident,7006181.5,8567530,0.817759786
6891,170375, resident,2.89269E+11,5.1914E+11,0.557209105
6892,102349735, resident,17927116,19835468,0.903790926
6893,102349507, resident,719320128,1051524224,0.684073758
6894,102648407, resident,10685524,10685524,1
6895,102648396, resident,406853.9609,1101521.563,0.369356329
6896,102649306, resident,55670816,179396672,0.310322457
6897,102649678, resident,1619575.5,11299235,0.143334969
6898,102649577, resident,5226990,5937410,0.880348502
6899,102349444, resident,3924916401,4839351220,0.811041857
6900,102349461, resident,477771972,510546452,0.935805097
6901,102649689, resident,29190712,62051504,0.470427147
6903,102342208, resident,1.89637E+11,5.74415E+11,0.330138388
6904,101950314, resident,2.34199E+11,4.55858E+11,0.513755163
6907,102658130, resident,10103711,10797218,0.935769844
6908,102349539, resident,90594524224,1.02828E+11,0.88102861
6909,102343154, resident,5.35181E+11,6.96699E+11,0.768165751
6910,83779090, resident,4.22551E+11,6.22101E+11,0.679231539
6912,102349122, resident,64690271743,1.03042E+11,0.627803289
6914,102651771, resident,2240787372,16286381552,0.13758657
6915,102658834, resident,923100.75,3851221,0.239690412
6916,102658648, resident,43695436,43814496,0.997282634
6917,102658089, resident,15563455840,23794122928,0.654088234
6918,102349408, resident,1.85045E+11,2.5329E+11,0.730566303
6919,102648381, resident,68572681960,1.24215E+11,0.552046708
6920,102349419, resident,1.78892E+11,2.08628E+11,0.857466013
6921,102658521, resident,266442289.5,297036720.4,0.897001183
6922,102660324, resident,4278718313,9908272612,0.431832922
6923,169875, resident,1501817675,2713524642,0.553456435
6924,102658208, resident,86057646720,2.74478E+11,0.313531681
6925,102661736, resident,9501338288,33232667904,0.285903567
6926,102660390, resident,17791846848,24553582080,0.724613085
6927,102658473, resident,34685035072,80157345920,0.43271187
6928,169842, resident,13655416908,33959600078,0.402107707
6930,102660233, resident,42583654400,55250983168,0.770731161
6932,102658566, resident,6759998995,14027343067,0.481915853
6937,102349266, resident,13848319119,14544633633,0.952125675
6938,102662790, resident,8278692800,9019594432,0.917856436
6940,102664547, resident,12008962,12036824,0.99768527
6941,83779050, resident,4.18402E+12,4.34447E+12,0.963067914
6942,102664598, resident,555837248,573490816,0.969217348
6943,83778110, resident,4.22033E+12,4.57757E+12,0.921957554
6945,102662435, resident,49807829664,55962477920,0.890021877
6948,102662512, resident,21944482592,34220235904,0.641272102
6950,102649104, resident,2.45845E+11,4.60055E+11,0.534381565
6951,102658158, resident,5708042606,9265702186,0.616039939
6952,102664158, resident,3.59702E+11,5.42907E+11,0.662547576
6953,102663979, resident,60464297502,94210039296,0.641803124
6954,102672661, resident,1.17986E+11,1.20262E+11,0.981077678
6960,102672568, resident,10691474525,16633853937,0.642753902
6962,102665067, resident,2.27727E+11,3.76541E+11,0.604788548
6963,102673770, resident,1557721.438,2200831.625,0.707787647
6964,102673634, resident,12488146176,16168487936,0.772375637
6965,102672629, resident,64074739951,2.23622E+11,0.286531195
6967,102673200, resident,70365005048,2.33303E+11,0.301603335
6968,102665118, resident,1.94538E+11,3.54769E+11,0.548350497
6970,102673884, resident,7936393856,18671225088,0.425060156
6971,102345922, resident,3.54971E+11,6.92105E+11,0.512885655
6972,102342469, resident,6.15758E+11,1.85951E+12,0.331139561
6975,102674019, resident,1.08586E+11,1.08971E+11,0.996467093
6977,102663905, resident,19573920095,89723494350,0.218158245
6978,102658101, resident,1.59054E+11,2.03061E+11,0.783282027
6980,102674216, resident,2.02341E+11,2.95044E+11,0.685799625
6981,102347892, resident,5.75427E+11,7.05094E+11,0.816099333
6983,102649742, resident,4.16111E+11,7.87952E+11,0.528091787
6984,102675430, resident,1.91139E+11,3.49793E+11,0.54643598
6985,101950722, resident,1.34043E+12,1.59164E+12,0.842173217
6987,102675042, resident,6910865377,12104059416,0.57095435
6990,102675165, resident,5.44985E+11,5.70893E+11,0.954618872
6992,102675838, resident,4.9295E+11,5.03812E+11,0.978441139
6997,102345774, resident,6.62165E+11,1.07048E+12,0.618565666
7002,102673945, resident,7.49571E+11,1.30221E+12,0.575614478
7004,102672825, resident,6.27399E+11,1.81059E+12,0.34651612
7005,102677890, resident,2.09839E+11,3.41236E+11,0.614938387
7008,102683664, resident,17138165121,32283055306,0.530871845
7009,102683410, resident,1.16886E+11,1.92159E+11,0.608279224
7013,102702121, resident,8967571760,12458097232,0.719818733
7014,102683557, resident,1.72381E+11,1.73828E+11,0.991672405
7015,102662658, resident,5.00278E+11,5.14745E+11,0.971894014
7016,102673061, resident,1.8994E+12,1.90084E+12,0.99924652
7017,102702826, resident,16574131616,32006148416,0.517842116
7018,102658065, resident,51381185717,52766017177,0.97375524
7019,102674138, resident,6.9984E+11,9.45503E+11,0.740177138
7020,102701923, resident,2.24192E+11,3.15767E+11,0.70999335
7023,29441, resident,16512778752,16753759488,0.985616319
7027,102702607, resident,1.15666E+11,2.51661E+11,0.459612313
7028,102702052, resident,5.07539E+11,6.08916E+11,0.83351176
7031,102706454, resident,22132075136,25560408064,0.86587331
7032,102704097, resident,1.07237E+11,2.0548E+11,0.521882348
7033,102702674, resident,4.68295E+11,8.77904E+11,0.533424374
7036,102704076, resident,1.26001E+11,1.31219E+11,0.960232109
7037,102683617, resident,3.4183E+11,4.15491E+11,0.822714922
7038,102704253, resident,2.91762E+11,6.2465E+11,0.467079935
7040,102709784, resident,34860993984,58480697088,0.596111122
7041,102706845, resident,1.09793E+11,1.4848E+11,0.739443301
7042,102346884, resident,8.91488E+11,1.15152E+12,0.774182451
7043,102683628, resident,1.25485E+12,2.63056E+12,0.477029324
7045,177568, resident,50922460000,1.36525E+11,0.372990033
7046,102706227, resident,7.48635E+11,7.49687E+11,0.998596981
7047,7012, resident,27166228480,51788319744,0.524562848
7048,102702792, resident,8.01634E+11,8.18321E+11,0.979607581
7049,102726081, resident,5156730048,5706804256,0.903610816
7050,177489, resident,4.28077E+11,4.29256E+11,0.997254733
7051,102706882, resident,86830227598,1.14302E+11,0.759653707
7052,102718242, resident,2.06411E+11,3.3175E+11,0.622186692
7053,102701969, resident,2.29434E+12,2.31541E+12,0.990897984
7054,102706287, resident,1.12621E+12,1.26514E+12,0.8901821
7057,102731701, resident,808154688,811023296,0.996462977
7058,177492, resident,2.14634E+11,5.53051E+11,0.38809118
7061,102719807, resident,3.16273E+11,3.75272E+11,0.842783319
